companyName,profileUrl,location,logoUrl,companyType,revenue,establishedYear,description,isVerified
Midwest Lumber,https://www.thomasnet.com/company/midwest-lumber-30943440/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Stillwater, MN 55082",,Distributor*,$10 - 24.9 Mil Revenue,1985.0,"Distributor of building materials for contractors, dealers and remodelers. Provides ceilings, barn doors, railings, trims, fencing, siding and decking. Fasteners, wood spindles, boards, roof shakes and shingles are available. Wholesale products are also offered.",No
"Pilot Door Systems, Inc",https://www.thomasnet.com/company/pilot-door-systems-inc-30668154/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Pleasant Grove, UT 84062",,Manufacturer*,$1 Mil Revenue,2005.0,"Manufacturer of doors. Products include mini storage roll-up doors and commercial storage roll-up doors. Features include 26 gauge hot dip galvanized steel door curtains, bonderized, epoxy base coat and a polyester top coat curtain finish, heavy wall steel tube with welded on galvanized steel drums door axel assembly, formed and stress relieved high quality oil tempered class II spring wire steel torsion spring, bottom edge assembly that includes heavy duty aluminum extrusion with 1/8"" x 1 1/2"" x 1 1/2"" structural steel angle (mini storage) or 1/8"" x 2"" x 2"" structural steel angle (commercial), slide bolt lock, vertical door tracks and door support brackets that include heavy duty 11 or 12 gauge galvanized steel construction. Available in pilot blue, brick red, high gloss white, smokey blue, patriot red, desert tan, alert orange, forest green and dark brown.",No
Wisconsin Building Supply,https://www.thomasnet.com/company/wisconsin-building-supply-30943595/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Green Bay, WI 54313",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fritekit%2Fwibuildingsupply.com.png&w=256&q=75,Distributor*,$250 Mil. and over Revenue,2009.0,"Distributor of building products and materials. Kitchen or bath cabinets, windows, doors, roofing, siding, decking and railings are offered. Trusses, wall panels, lumber and millwork are also available. Serves the remodelers, commercial, home builder and architectural industries.",No
UPD Plastics Inc.,https://www.thomasnet.com/company/upd-plastics-inc-20081285/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Davie, FL 33317",,"Custom Manufacturer* , Service Company",$1 - 4.9 Mil Revenue,1975.0,"Manufacturer of standard and custom doors for marine industry. Types include hinged, sliding, folding, utility compartment, removable and slam latch doors. Doors are made from starboard and acrylic materials. Available in various colors.",No
"Doorwares Associates, Inc.",https://www.thomasnet.com/company/doorwares-associates-inc-30756785/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Green Lane, PA 18054",,Manufacturers' Rep*,$1 - 4.9 Mil Revenue,1995.0,"Manufacturer’s representative of loss prevention and architectural exit devices. Products include stile and rail wood doors, folding and sliding door hardware, butt, aluminum geared and pin, and barrel stainless steel hinges, electronic combination chambers, frames, and electric strikes. Markets served include architectural, engineering, wholesale, and hardware sectors.",No
Manzi Bros. Wrought Iron Works,https://www.thomasnet.com/company/manzi-bros-wrought-iron-works-10024389/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Vancouver, BC V5N4G1",,"Manufacturer* , Service Company",,,"Security Bars, Doors, Ornamental Railings",No
MNL Inc.,https://www.thomasnet.com/company/mnl-inc-30802162/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Dayton, VA 22821",,Custom Manufacturer*,,,"Construction manufacturer of trusses and windows for residential, agriculture, and commercial clients. Products include doors, shingles, felt, siding vinyl and wood, shutters, log siding, concrete, decking materials, rebar, Styrofoam, timbers, plywood, lumber, flooring, gates, latches, posts, woven wire, bard wire, barn timbers, bolts, heavy duty screws, stakes, form clips and electric fences.",No
DAB Door Co.,https://www.thomasnet.com/company/dab-door-co-30712400/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Hialeah Gardens, FL 33018",,Manufacturer*,$5 - 9.9 Mil Revenue,1997.0,Manufacturer and distributor of roll-up doors. Steel curtain doors are manufactured from 22 gauge G90 galvanized steel that. Steel curtain doors can be upgraded to 20 gauge or 18 gauge G 90 steel to meet higher performance requirements.  Available in curved and flat models.,No
"Liberty Glass & Metal, Inc.",https://www.thomasnet.com/company/liberty-glass-metal-inc-1281851/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"North Grosvenordale, CT 06255",,"Manufacturer* , Custom Manufacturer, Distributor, Service Company",$5 - 9.9 Mil Revenue,,"Manufacturer of commercial narrow style doors. Features include custom fabricated, pressure type glass stops, butt, pivot & roton hinges, standard push, pull & M.S locks, panic hardware & electric release, standard colors clear & bronze anodized. Custom colors available.",No
Atlantic Glass & Mirror,https://www.thomasnet.com/company/atlantic-glass-mirror-30980606/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Morehead City, NC 28557",,"Service Company* , Custom Manufacturer",,2001.0,"Glass glazing, installation, and repair services. Installation and replacement of auto glass are also available. Storefronts, automated doors, and handrails are offered. 24-hour emergency service is available.",No
AAA Glass & Mirror,https://www.thomasnet.com/company/aaa-glass-mirror-30829918/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Huntington Beach, CA 92648",,"Turnkey Systems Integrator* , Service Company",,,"Design and installation of outdoor and home products. Mirrors, tabletops and shelving, screens, shower enclosures, handrails, storefronts, windbreak and elegant windows. Glass material is used. Repair and replacement services are available. Markets served include residential and commercial. Warranty is available for installations.",No
Action Industries,https://www.thomasnet.com/company/action-industries-958395/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Cleveland, OH 44111",,Manufacturer*,$1 - 4.9 Mil Revenue,1979.0,"Manufacturer of garage door products. Products include slim-line seals, tapes, bottom seals, sectional clip-on seals, top seals, wood door weather seals, rolling steel weather seals, jamb seals, thresholds, material handling, strip doors, rubber sheetings, passage door seal kits and aircraft cables.",No
Western Industrial Door Company,https://www.thomasnet.com/company/western-industrial-door-company-30830687/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Midvale, UT 84047",,Turnkey Systems Integrator*,,,"Install, service, and repair doors. Products include rolling steel doors, sectional overhead doors, high-speed fabric doors, dock equipment, airplane hanger doors, and bi-folding doors. Industries served include mining, medical, cold storage, aviation, and military. 24 hours service available.",No
"Blong's Custom Wood Products, Inc.",https://www.thomasnet.com/company/blong-s-custom-wood-products-inc-10005291/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Charles City, IA 50616",,"Manufacturer* , Custom Manufacturer",,1975.0,MDF & Vinyl,No
"Normac Kitchens, Inc.",https://www.thomasnet.com/company/normac-kitchens-inc-30735680/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Oakboro, NC 28129",,Manufacturer*,$10 - 24.9 Mil Revenue,1993.0,"Manufacturer of cabinets. Products include kitchen cabinets, corner cabinets, PVC doors, oak doors, maple doors, melamine doors, counters, hardware, knobs, legs, pulls, brackets, hutches, angled open shelves and breakfast bars.",No
Northern Log Supply,https://www.thomasnet.com/company/northern-log-supply-30873117/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Mayville, MI 48744",,"Manufacturer* , Custom Manufacturer",,,"Manufacturer of standard and custom wood products for houses, wholesale and commercial applications. Products include paneling, railings, log siding, barn wood siding, trim and corners, trusses, staircases, interior doors, milled logs, beams, timbers and posts.",No
Lacey Door & Millwork Inc.,https://www.thomasnet.com/company/lacey-door-millwork-inc-30741487/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Lacey, WA 98503",,Custom Manufacturer*,$1 Mil Revenue,1983.0,"Custom manufacturer of wooden products. Products include doors, jambs, mouldings, stairs and mantles. Capabilities include custom and prefinished millwork.",No
Knot Hole,https://www.thomasnet.com/company/knot-hole-10062206/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Forney, TX 75126",,Manufacturer*,,1978.0,Fronts For Post Office,No
AMSCO Wear Products Inc.,https://www.thomasnet.com/company/amsco-wear-products-inc-590152/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Goshen, NY 10924",,"Custom Manufacturer* , Manufacturer",$10 - 24.9 Mil Revenue,1906.0,"Custom manufacturer of manganese & low alloy steel wear resistant shredder parts including rotor caps, end disc caps, reject doors, anvils, hammers, grates, liners, front & rear walls, cutter bars, pin protectors & feed roll teeth. Low alloy steel includes martenistic steel alloys containing chrominum, nickel & molybdenum.",No
"GSW Product, Inc. d/b/a GSW",https://www.thomasnet.com/company/gsw-product-inc-d-b-a-gsw-30995348/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"El Monte, CA 91731",,Manufacturer*,,,"Product manufacturer of restaurant equipment for food service industries, commercial bakeries, supermarkets, and convenience stores. Products include casters, carts, ovens, cookware, faucets, interceptors, sinks, and tables. Custom made worktables, cabinets, and beverage stations are also available.",No
Canuck Door Systems,https://www.thomasnet.com/company/canuck-door-systems-30210754/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Mississauga, ON L5T1C4",,"Distributor* , Custom Manufacturer, Service Company",$1 Mil Revenue,,"Distributor & installation & service of  residential, commercial & industrial doors & entry systems.",No
Unlimited Purchasing,https://www.thomasnet.com/company/unlimited-purchasing-30859079/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Charlottesville, VA 22901",,Distributor*,,2018.0,"Distributor of fasteners, bearings, hydraulic components, abrasives, IT hardware components, networking devices, electronic parts, board-level components for the commercial aircraft and defense aviation industries. Other products include sensors, actuators, bearing motors and bearing accessories. Meets BAC, MS, AS, NAS and FAA standards.",No
Novo Building Products,https://www.thomasnet.com/company/novo-building-products-30879636/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Zeeland, MI 49464",,Manufacturer*,,,"Manufacturer of building products and millwork for material dealers, door shops, retail home centers and millwork manufacturing markets. Products include moldings, stair parts, pine boards, planking, columns, doors and windows components. Brackets, corbels, ornaments, appliques, cabinets and finger joints are also offered.",No
Mirror Interiors,https://www.thomasnet.com/company/mirror-interiors-30758165/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=92,"Oakville, ON L6H5S1",,Custom Manufacturer*,$5 - 9.9 Mil Revenue,,"Custom manufacturer of interiors. Products include mirrors, glasses and showers, closet doors, mirror walls, medicine cabinets, bar displays, kitchen backsplash, tabletops, partitions and shelves. Markets served include residential and commercial sectors.",No
"Pease Industries, Inc.",https://www.thomasnet.com/company/pease-industries-inc-10029664/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Cincinnati, OH 45243",,Manufacturer*,$1 Mil Revenue,2008.0,Doors,No
"Bush Wholesalers, Inc.",https://www.thomasnet.com/company/bush-wholesalers-inc-427826/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Brooklyn, NY 11217",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fritekit%2Fbushsales.net.webp&w=256&q=75,"Distributor* , Manufacturers' Rep",$10 - 24.9 Mil Revenue,1963.0,"Distributor of air distribution products. Grilles, registers, louver, dampers, actuators, dump boxes, ceiling and linear diffusers products are available. Air curtains, caps, roof curbs, access doors, ducts, grilles, hangers, vibration pads and rails are also offered. Gravity vents, wall, electric and duct heaters are also available.",No
Safti First,https://www.thomasnet.com/company/safti-first-30860156/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Brisbane, CA 94005",,Manufacturer*,$250 Mil. and over Revenue,,"Manufacturer of fire rated glass and framing products. Products and applications include walls, doors, openings, floors and specialty applications such as ceilings and skylights.",No
Custom Metal Concepts & Creations,https://www.thomasnet.com/company/custom-metal-concepts-creations-30597388/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Mesa, AZ 85202",,"Custom Manufacturer* , Manufacturer, Service Company",$1 Mil Revenue,1993.0,"Custom Manufacturer and installation of estate fencing, doors, gates, railings and stairways.",No
Awd,https://www.thomasnet.com/company/awd-30176827/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Glenwood Springs, CO 81601",,Distributor*,$1 Mil Revenue,2002.0,Distributor Of Windows & Doors For Construction Applications.,No
Andersen Corp.,https://www.thomasnet.com/company/andersen-corp-1264531/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Bayport, MN 55003",/_sda/_next/image?url=https%3A%2F%2Freports.thomasnet.com%2Ftnetdash%2Flogos%2FAndersenCorporation.PNG&w=256&q=75,Manufacturer*,$250 Mil. and over Revenue,1903.0,"Manufacturer of architectural products including doors and windows. Made from aluminum, wood, composite, vinyl and fiberglass materials. Types of windows include single and double-hung, awning, bay, bow, casement, gliding, pass-through, replacement and picture. Sliding, bi-fold, pivot, folding, lift slide, coastal, entry, screen, french style and patio doors are offered. Accessories such as grilles, hardware, blinds, shades, art glass and exterior trims are also provided. Suitable for indoor and outdoor applications. Installation offered as a secondary service. Custom options are available.",No
Euroline Steel Windows & Doors,https://www.thomasnet.com/company/euroline-steel-windows-doors-30990324/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Yorba Linda, CA 92887",,Custom Manufacturer*,,,"Custom manufacturer of steel windows and doors for commercial applications. Swing, sliding, pivot, and bi-fold doors are offered. Casement and curtain wall windows are provided. Awnings are also available.",No
American Cooler Technologies Corp.,https://www.thomasnet.com/company/american-cooler-technologies-corp-20047123/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Lawrence, MI 49064",,Manufacturer*,$1 Mil Revenue,2002.0,"Manufacturer of refrigeration systems and related parts. Products include walk-in coolers, walk-in freezers, replacement doors, heater cables, heater assemblies, heaters, gaskets, door hardware, posts, shelves and wall brackets. Leasing options are available.",No
Medray USA LLC,https://www.thomasnet.com/company/medray-usa-llc-30962320/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Missouri City, TX 77459",,"Distributor* , Service Company",,2020.0,"Sourcing services for medical equipment and supplies. Analyzers, defibrillators, dosimeters, microscopes, nebulizers, thermometers and pulse oximeters are offered. X-ray equipment, stethoscopes, stretchers, ventilators, infant warmers, wheelchairs, digitizers and scanners are also offered. Laboratory refrigerators, X-ray shielding doors and windows are provided. Internation shipping is offered as value added service.",No
Stor-Tec,https://www.thomasnet.com/company/stor-tec-1110123/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Ferndale, WA 98248",,"Distributor* , Custom Manufacturer, Service Company",$1 Mil Revenue,1996.0,"Distributor & Service Company of material handling & storage products. Mezzanines, modular drawers, pallet rack, shelving, storage bins & containers, lifters, tilters, stackers, pallet trucks, hazardous & flammable storage, in-plant offices, hand trucks, security partitions, mobile aisle systems, floor matting, ergonomic products, assembly line equipment, drum storage, conveyors, gravity flow shelving & rack systems, drive-in rack, push-back rack, plastic pallets, reusable shipping & storage containers, spill control pallets, dock plates, dock equipment, provide layout & design service.",No
RollShield,https://www.thomasnet.com/company/rollshield-30847078/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Clearwater, FL 33756",,Manufacturer*,$1 - 4.9 Mil Revenue,,"Manufacturer of hurricane protections systems. Products include shutters, screens, doors, windows, and patio enclosures. Products constructed with vinyl or aluminum.",No
Holcombe Doors & Windows,https://www.thomasnet.com/company/holcombe-doors-windows-30116275/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Birmingham, AL 35242",,Manufacturer*,$1 Mil Revenue,2006.0,Manufacturer Of Windows & Doors For Commercial Applications.,No
"Royal Cabinet Design Co., Inc.",https://www.thomasnet.com/company/royal-cabinet-design-co-inc-30981820/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Brook Park, OH 44142",,Custom Manufacturer*,$1 - 4.9 Mil Revenue,1982.0,"Custom manufacturer of cabinetry and molding products. Windows, doors, ceilings, and paneling are available. Capabilities include millwork and woodworking.",No
Euroseal Window Industries Ltd.,https://www.thomasnet.com/company/euroseal-window-industries-ltd-30809513/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Concord, ON L4K1M1",,Manufacturer*,$1 - 4.9 Mil Revenue,,"Manufacturer of windows and doors. Types of windows include awning, casement, single hung, double hung, slider, bay and bow windows. Steel sliding doors are also available. Markets served include residential and commercial sectors.",No
"Panel Center, Inc.",https://www.thomasnet.com/company/panel-center-inc-30116339/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Columbus, OH 43228",,Distributor*,$1 - 4.9 Mil Revenue,1970.0,"Distributor Of Commercial Interior Finish Building Materials Including Doors, Frames, Floors, Hardware & Mouldings.",No
"International Aluminum Products, Inc.",https://www.thomasnet.com/company/international-aluminum-products-inc-30118418/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Oakland Park, FL 33334",,Custom Manufacturer*,$1 Mil Revenue,1997.0,Custom Aluminum Fabrication & Mobile Welding,No
"Milgard Manufacturing, Inc.",https://www.thomasnet.com/company/milgard-manufacturing-inc-1215194/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,,/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fritekit%2Fmilgard.com.png&w=256&q=75,Manufacturer*,$250 Mil. and over Revenue,1959.0,"Manufacturer of windows including aluminum, wood, vinyl and fiberglass.",No
"NT Window, Inc.",https://www.thomasnet.com/company/nt-window-inc-30149240/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Fort Worth, TX 76140",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F30149240%2F43846.gif&w=256&q=75,"Manufacturer* , Custom Manufacturer",$25 - 49.9 Mil Revenue,1986.0,"Manufacturer of doors & windows. Sliding patio doors features include 1 in. dual glaze insulated glass unit with cardinal 366, warm edge super spacer, adjustable ballbearing wheels, galvanized reinforcements mortise handle, PVC 4 5/8 in. welded frame & stainless steel rolling rail. Also available are garden & storm doors.",No
"Siding Innovations, Inc.",https://www.thomasnet.com/company/siding-innovations-inc-20106444/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Sparks, NV 89431",,Service Company*,$1 Mil Revenue,2005.0,"Manufacturer of vinyl, hardboard & fiber cement siding, vinyl windows, decks, shutters & exterior doors. Siding services.",No
Full Service Glass,https://www.thomasnet.com/company/full-service-glass-30980914/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Manassas, VA 20110",,Custom Manufacturer*,$1 - 4.9 Mil Revenue,2000.0,"Custom manufacturer of glass products. Storefronts, doors, curtain walls, and railing systems are provided. Glass replacement and installation services are offered. Shop drawing service is also offered.",No
Ace Garage Door Fort Worth,https://www.thomasnet.com/company/ace-garage-door-fort-worth-30803665/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Fort Worth, TX 76109",,Turnkey Systems Integrator*,,,"Full-service garage door installation. Capable of working on commercial doors, docks, and gates. Products include springs, replacement parts, and openers. Sales, installation, tune-ups, and repairs.",No
"Specialty Welding & Fabricating of New York, Inc.",https://www.thomasnet.com/company/specialty-welding-fabricating-of-new-york-inc-30220011/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Syracuse, NY 13208",,"Custom Manufacturer* , Finishing Service Company, Manufacturer, Service Company",$10 - 24.9 Mil Revenue,,"Designing, manufacturing & assembly of complete systems. Specializing in metal fabricating, welding & powder coating of cleanroom doors & stainless steel doors. On-site CNC laser & water jet cutting & on-site CNC machining are also available. Materials used include steel, stainless steel & aluminum. Serving the construction, entertainment, electronics, environmental, medical, architectural, semiconductor, pharmaceutical & transportation industries. ASME, AWS, DOD certified & NEMA approved.",No
Hanover Plastic Products,https://www.thomasnet.com/company/hanover-plastic-products-143236/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Hanover, PA 17331",,"Custom Manufacturer* , Manufacturer",$1 Mil Revenue,1963.0,"Custom manufacturer of fiber glass plastic products. Types include sorter trays, trailer domes, pools, sensor housings, military helmet molds, buses, isolation hose assemblies, planter boxes, go-cart bodies, helicopter simulator and race car parts, router fixtures, transoms, plating baths and covers, hot tub assemblies, diving boards, lanterns, light rail and subways components, freezer doors, sluices and baffles.",No
Groupe Servi-Portes - Div. de 9108-6223 Quebec Inc.,https://www.thomasnet.com/company/groupe-servi-portes-div-de-9108-6223-quebec-inc-30692807/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Jonquiere, QC G7S4K9",,Distributor*,$1 - 4.9 Mil Revenue,1978.0,,No
Safe Fleet,https://www.thomasnet.com/company/safe-fleet-30941920/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=93,"Belton, MO 64012",,"Service Company* , Manufacturer",$1 - 4.9 Mil Revenue,2013.0,"Manufacturer of fleet safety products for recreational vehicles (RV), trucks, trailers, school and transit buses. Cameras, warning lights, roof hatches, rolling tarps, collision avoidance and video surveillance systems are offered. Proximity sensors, bumpers, ladders, racks, platforms, stop arms and signs are also available. Shutter doors, displays, bulkheads, valves, nozzles and governors are provided. Serves the EMS, agriculture, construction, mining, fire, military, law enforcement and transit markets.",No
Portes de Garage Canadiennes et Equipements Inc.,https://www.thomasnet.com/company/portes-de-garage-canadiennes-et-equipements-inc-30684127/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Laval, QC H7T2Z8",,Distributor*,$25 - 49.9 Mil Revenue,1950.0,,No
"Riverwoods Mill, Inc.",https://www.thomasnet.com/company/riverwoods-mill-inc-30736712/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"St. George, UT 84790",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fritekit%2Friverwoodsmill.com.png&w=256&q=75,Custom Manufacturer*,$1 - 4.9 Mil Revenue,1997.0,"Custom manufacturer of cabinets and furniture. Capabilities include millwork, wood moldings and beams, doors, windows and moving wall systems.",No
Dash Windows,https://www.thomasnet.com/company/dash-windows-30204040/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Bay Shore, NY 11706",,Distributor*,$1 - 4.9 Mil Revenue,1994.0,"Distributor Of Windows, Doors & Skylights In Vinyl, Wood & Acrylic.",No
Tall Grass Windows Inc.,https://www.thomasnet.com/company/tall-grass-windows-inc-30981594/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Frankfort, KS 66427",,Distributor*,,,"Distributor of windows, doors, shades, screens, and skylights. Wooden, iron, panoramic, patio, vinyl, and storm doors are available. Installation service is offered as secondary.",No
Polar Shades Sun Control,https://www.thomasnet.com/company/polar-shades-sun-control-30778131/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Henderson, NV 89011",,Manufacturer*,$5 - 9.9 Mil Revenue,1996.0,Manufacturer of interior and exterior sun shades for commercial markets. Other products include retractable awnings and screen doors.,No
The Knapheide Manufacturing Company,https://www.thomasnet.com/company/the-knapheide-manufacturing-company-169861/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Quincy, IL 62305",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F00169861%2F30272.png&w=256&q=75,"Manufacturer* , Custom Manufacturer",$25 - 49.9 Mil Revenue,1848.0,Custom manufacturer of vertical truck doors made from galvanneal steel.,No
"Empire Shower Doors, Inc.",https://www.thomasnet.com/company/empire-shower-doors-inc-30824080/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Petaluma, CA 94954",,Custom Manufacturer*,$10 - 24.9 Mil Revenue,,Custom manufacturer of shower doors.,No
"Wood & Wood, Inc.",https://www.thomasnet.com/company/wood-wood-inc-1170297/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=94,"Waitsfield, VT 05673",,Manufacturer*,$1 Mil Revenue,1972.0,"Manufacturer of custom interior & exterior sign systems, storefronts, displays, doors & furniture.",No
